,value,description
17,4600,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
18,551100,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
19,27900,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
20,314400,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
21,23600,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
22,236700,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
23,4400,"Undefined Value for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
24,679900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
25,27800,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
26,338000,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
27,23100,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
28,342000,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
29,4700,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
30,679900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
31,27800,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
32,338000,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
33,23100,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
34,342000,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
35,4700,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
36,528900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
37,27300,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
38,304900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
39,22900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
40,224000,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
41,4400,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
42,528900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
43,27300,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
44,304900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
45,22900,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
46,224000,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
47,4400,"Undefined Value for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
48,28300,"Undefined Confidence for Northern Ireland (geography), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
49,5400,"Undefined Confidence for Northern Ireland (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
50,20400,"Undefined Confidence for Northern Ireland (geography), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
51,5000,"Undefined Confidence for Northern Ireland (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
52,19600,"Undefined Confidence for Northern Ireland (geography), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
53,2200,"Undefined Confidence for Northern Ireland (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
54,26300,"Undefined Confidence for Northern Ireland (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
55,5200,"Undefined Confidence for Northern Ireland (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
56,18400,"Undefined Confidence for Northern Ireland (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
57,4800,"Undefined Confidence for Northern Ireland (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
58,18800,"Undefined Confidence for Northern Ireland (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
59,2100,"Undefined Confidence for Northern Ireland (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
60,24600,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
61,5400,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
62,19100,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
63,4900,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
64,15500,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
65,2100,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
66,22900,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
67,5100,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
68,17300,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
69,4700,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
70,15000,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
71,2000,"Undefined Confidence for Northern Ireland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
72,25400,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
73,5100,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
74,17900,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
75,4700,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
76,18000,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
77,2100,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
78,25400,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
79,5100,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
80,17900,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
81,4700,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
82,18000,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
83,2100,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
84,22400,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
85,5100,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
86,17000,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
87,4700,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
88,14600,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
89,2000,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
90,22400,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
91,5100,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
92,17000,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
93,4700,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
94,14600,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
95,2000,"Undefined Confidence for Northern Ireland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
