,value,description
46,7441300,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
47,117100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
48,172500,"Undefined Confidence for United Kingdom (geography), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
49,30000,"Undefined Confidence for United Kingdom (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
50,125800,"Undefined Confidence for United Kingdom (geography), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
51,27300,"Undefined Confidence for United Kingdom (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
52,118000,"Undefined Confidence for United Kingdom (geography), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
53,12500,"Undefined Confidence for United Kingdom (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
54,158400,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
55,27800,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
56,112800,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
57,25200,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
58,111200,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
59,11700,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
60,147600,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
61,29000,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
62,117000,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
63,26700,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
64,89900,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
65,11300,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
66,136200,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
67,27200,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
68,105800,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
69,24900,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
70,85700,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
71,10700,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
72,153400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
73,27400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
74,109600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
75,24900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
76,107400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
77,11500,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
78,153400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
79,27400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
80,109600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
81,24900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
82,107400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
83,11500,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
84,133400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
85,26800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
86,103800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
87,24600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
88,83700,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
89,10500,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
90,133400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
91,26800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
92,103800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
93,24600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
94,83700,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
95,10500,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
