,value,description
21,793000,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
22,8401400,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
23,156800,"Undefined Value for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
24,26131900,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
25,960200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
26,13159100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
27,784500,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
28,12972800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
29,175700,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
30,26131900,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
31,960200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
32,13159100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
33,784500,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
34,12972800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
35,175700,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
36,19934200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
37,926900,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
38,11860800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
39,772600,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
40,8073400,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
41,154300,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
42,19934200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
43,926900,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
44,11860800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
45,772600,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
46,8073400,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
47,154300,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
48,191700,"Undefined Confidence for United Kingdom (geography), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
49,35300,"Undefined Confidence for United Kingdom (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
50,138800,"Undefined Confidence for United Kingdom (geography), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
51,32100,"Undefined Confidence for United Kingdom (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
52,132200,"Undefined Confidence for United Kingdom (geography), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
53,14700,"Undefined Confidence for United Kingdom (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
54,176500,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
55,33300,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
56,125000,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
57,30200,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
58,124600,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
59,14200,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
60,164600,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
61,34400,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
62,129400,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
63,31600,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
64,101800,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
65,13600,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
66,152500,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
67,32700,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
68,117500,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
69,29900,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
70,97300,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
71,13300,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
72,171600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
73,32900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
74,121800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
75,29700,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
76,120900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
77,14100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
78,171600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
79,32900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
80,121800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
81,29700,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
82,120900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
83,14100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
84,149900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
85,32300,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
86,115600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
87,29500,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
88,95400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
89,13200,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
90,149900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
91,32300,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
92,115600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
93,29500,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
94,95400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
95,13200,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
