,value,description
50,137700,"Undefined Confidence for England (geography), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
51,32700,"Undefined Confidence for England (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
52,130800,"Undefined Confidence for England (geography), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
53,14800,"Undefined Confidence for England (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
54,174600,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
55,33900,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
56,123800,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
57,30700,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
58,123100,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
59,14400,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
60,163200,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
61,35000,"Undefined Confidence for England (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
62,128300,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
63,32200,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
64,100800,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
65,13700,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
66,151100,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
67,33200,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
68,116400,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
69,30400,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
70,96200,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
71,13400,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
72,169800,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
73,33400,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
74,120700,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
75,30300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
76,119500,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
77,14200,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
78,169800,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
79,33400,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
80,120700,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
81,30300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
82,119500,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
83,14200,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
84,148500,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
85,32800,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
86,114600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
87,30000,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
88,94300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
89,13300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
90,148500,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
91,32800,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
92,114600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
93,30000,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
94,94300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
95,13300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2019-Jun 2020 from annual population survey - regional - occupation by sex by employment type"
