,value,description
32,10821300,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
33,576300,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
34,10296300,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
35,119900,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
36,15982500,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
37,666600,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
38,9715500,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
39,565100,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
40,6267000,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
41,101400,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
42,15982500,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
43,666600,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
44,9715500,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
45,565100,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
46,6267000,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
47,101400,"Undefined Value for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
48,168700,"Undefined Confidence for England (geography), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
49,29900,"Undefined Confidence for England (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
50,123300,"Undefined Confidence for England (geography), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
51,27200,"Undefined Confidence for England (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
52,115100,"Undefined Confidence for England (geography), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
53,12400,"Undefined Confidence for England (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
54,154600,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
55,27600,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
56,110400,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
57,25100,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
58,108200,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
59,11600,"Undefined Confidence for England (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
60,144400,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
61,29000,"Undefined Confidence for England (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
62,114700,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
63,26700,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
64,87700,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
65,11200,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
66,133100,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
67,27000,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
68,103600,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
69,24800,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
70,83600,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
71,10600,"Undefined Confidence for England (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
72,149800,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
73,27200,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
74,107300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
75,24800,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
76,104600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
77,11300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
78,149800,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
79,27200,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
80,107300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
81,24800,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
82,104600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
83,11300,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
84,130400,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
85,26600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
86,101600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
87,24500,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
88,81600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
89,10400,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
90,130400,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
91,26600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
92,101600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
93,24500,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
94,81600,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
95,10400,"Undefined Confidence for England (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2016-Jun 2017 from annual population survey - regional - occupation by sex by employment type"
