,value,description
44,948500,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
45,66200,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
46,680800,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
47,16000,"Undefined Value for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
48,50500,"Undefined Confidence for Scotland (geography), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
49,9600,"Undefined Confidence for Scotland (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
50,36000,"Undefined Confidence for Scotland (geography), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
51,8500,"Undefined Confidence for Scotland (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
52,35500,"Undefined Confidence for Scotland (geography), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
53,4500,"Undefined Confidence for Scotland (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
54,47500,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
55,9300,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
56,33300,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
57,8200,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
58,33900,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
59,4500,"Undefined Confidence for Scotland (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
60,43500,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
61,9300,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
62,33500,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
63,8400,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
64,27700,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
65,4000,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
66,41000,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
67,9100,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
68,31200,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
69,8100,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
70,26600,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
71,4000,"Undefined Confidence for Scotland (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
72,46200,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
73,9200,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
74,32500,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
75,8100,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
76,32900,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
77,4300,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
78,46200,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
79,9200,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
80,32500,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
81,8100,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
82,32900,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
83,4300,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
84,40300,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
85,9100,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
86,30700,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
87,8100,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
88,26100,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
89,4000,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
90,40300,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
91,9100,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
92,30700,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
93,8100,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
94,26100,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
95,4000,"Undefined Confidence for Scotland (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2020-Jun 2021 from annual population survey - regional - occupation by sex by employment type"
