,value,description
35,144300,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
36,19729000,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
37,843200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
38,11790800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
39,711100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
40,7938300,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
41,132100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
42,19729000,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
43,843200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
44,11790800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
45,711100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
46,7938300,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
47,132100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
48,178200,"Undefined Confidence for United Kingdom (geography), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
49,31400,"Undefined Confidence for United Kingdom (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
50,129600,"Undefined Confidence for United Kingdom (geography), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
51,28700,"Undefined Confidence for United Kingdom (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
52,122400,"Undefined Confidence for United Kingdom (geography), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
53,12900,"Undefined Confidence for United Kingdom (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
54,163900,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
55,29600,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
56,116400,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
57,27000,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
58,115400,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
59,12200,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
60,153100,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
61,30600,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
62,120700,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
63,28100,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
64,94100,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
65,12200,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
66,141600,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
67,29100,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
68,109400,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
69,26700,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
70,90000,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
71,11700,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
72,159400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
73,29200,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
74,113400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
75,26600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
76,112000,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
77,11900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
78,159400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
79,29200,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
80,113400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
81,26600,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
82,112000,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
83,11900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
84,139100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
85,28800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
86,107500,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
87,26400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
88,88200,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
89,11400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
90,139100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
91,28800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
92,107500,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
93,26400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
94,88200,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
95,11400,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2018-Jun 2019 from annual population survey - regional - occupation by sex by employment type"
