,value,description
28,12466800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
29,149100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
30,25417700,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
31,819100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
32,12950900,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
33,669900,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
34,12466800,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
35,149100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
36,19250200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
37,784600,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
38,11638100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
39,656600,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
40,7612100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
41,128000,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
42,19250200,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
43,784600,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
44,11638100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
45,656600,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
46,7612100,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
47,128000,"Undefined Value for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
48,172900,"Undefined Confidence for United Kingdom (geography), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
49,30000,"Undefined Confidence for United Kingdom (geography), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
50,125900,"Undefined Confidence for United Kingdom (geography), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
51,27100,"Undefined Confidence for United Kingdom (geography), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
52,118400,"Undefined Confidence for United Kingdom (geography), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
53,12700,"Undefined Confidence for United Kingdom (geography), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
54,158900,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
55,28200,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
56,113200,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
57,25400,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
58,111600,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
59,12100,"Undefined Confidence for United Kingdom (geography), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
60,147900,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
61,29100,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
62,117100,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
63,26600,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
64,90300,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
65,11700,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
66,136800,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
67,27500,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
68,106200,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
69,25200,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
70,86300,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
71,11200,"Undefined Confidence for United Kingdom (geography), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
72,154100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
73,27700,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
74,110000,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
75,25000,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
76,107900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
77,11800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
78,154100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
79,27700,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
80,110000,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
81,25000,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
82,107900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
83,11800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
84,134100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
85,27100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
86,104300,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
87,24800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
88,84300,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
89,10900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
90,134100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
91,27100,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
92,104300,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
93,24800,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Males (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
94,84300,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
95,10900,"Undefined Confidence for United Kingdom (geography), Permanent (Permanent/non-permanent), Full-time (Full/Part-time), Employee (Employee/Self-employed), Females (Sex), 213 Information Technology and Telecommunications Professionals (Occupation), Count (measure) for Jul 2017-Jun 2018 from annual population survey - regional - occupation by sex by employment type"
